data,cdi_dia_pct,fator,cdi_acumulado
2013-01-16,0.02663,1.0002663,1.2132044891702651
2013-01-17,0.02663,1.0002663,1.2135275655257312
2013-01-18,0.026555,1.00026555,1.2138498177707564
2013-01-21,0.026593,1.00026593,1.2141726168527962
2013-01-22,0.026593,1.00026593,1.214495501776796
2013-01-23,0.026593,1.00026593,1.2148184725655835
2013-01-24,0.026593,1.00026593,1.215141529241993
2013-01-25,0.02663,1.0002663,1.2154651214312302
2013-01-28,0.02663,1.0002663,1.2157887997930674
2013-01-29,0.026667,1.00026667,1.2161130141923082
2013-01-30,0.026667,1.00026667,1.216437315049803
2013-01-31,0.026667,1.00026667,1.2167617023886073
2013-02-01,0.026667,1.00026667,1.2170861762317833
2013-02-04,0.026704,1.00026704,1.2174111869242843
2013-02-05,0.026704,1.00026704,1.2177362844076405
2013-02-06,0.026704,1.00026704,1.2180614687050286
2013-02-07,0.026667,1.00026667,1.2183862891568882
2013-02-08,0.026667,1.00026667,1.2187111962286177
2013-02-13,0.026667,1.00026667,1.219036189943316
2013-02-14,0.02663,1.0002663,1.219360819280698
2013-02-15,0.02663,1.0002663,1.2196855350668725
2013-02-18,0.02663,1.0002663,1.220010337324861
2013-02-19,0.026593,1.00026593,1.220334774673866
2013-02-20,0.026667,1.00026667,1.2206602013482284
2013-02-21,0.026667,1.00026667,1.2209857148041219
2013-02-22,0.026704,1.00026704,1.2213117668294031
2013-02-25,0.026852,1.00026852,1.2216397134650323
2013-02-26,0.026778,1.00026778,1.221966844147504
2013-02-27,0.026778,1.00026778,1.2222940624290297
2013-02-28,0.026778,1.00026778,1.222621368333067
2013-03-01,0.026778,1.00026778,1.222948761883079
2013-03-04,0.026815,1.00026815,1.2232766955935779
2013-03-05,0.026815,1.00026815,1.2236047172395013
2013-03-06,0.026815,1.00026815,1.223932826844429
2013-03-07,0.026815,1.00026815,1.2242610244319472
2013-03-08,0.026815,1.00026815,1.2245893100256484
2013-03-11,0.026815,1.00026815,1.2249176836491318
2013-03-12,0.026815,1.00026815,1.2252461453260022
2013-03-13,0.026815,1.00026815,1.2255746950798712
2013-03-14,0.026815,1.00026815,1.2259033329343567
2013-03-15,0.026815,1.00026815,1.2262320589130828
2013-03-18,0.026815,1.00026815,1.2265608730396802
2013-03-19,0.026815,1.00026815,1.2268897753377856
2013-03-20,0.026815,1.00026815,1.2272187658310423
2013-03-21,0.026815,1.00026815,1.2275478445430998
2013-03-22,0.026815,1.00026815,1.2278770114976139
2013-03-25,0.026815,1.00026815,1.2282062667182467
2013-03-26,0.026815,1.00026815,1.228535610228667
2013-03-27,0.026815,1.00026815,1.2288650420525498
2013-03-28,0.026889,1.00026889,1.2291954715737075
2013-04-01,0.026926,1.00026926,1.2295264447463834
2013-04-02,0.026926,1.00026926,1.2298575070368958
2013-04-03,0.026889,1.00026889,1.2301882034219631
2013-04-04,0.026889,1.00026889,1.2305189887279813
2013-04-05,0.026889,1.00026889,1.2308498629788605
2013-04-08,0.026889,1.00026889,1.2311808261985169
2013-04-09,0.026889,1.00026889,1.2315118784108734
2013-04-10,0.026889,1.00026889,1.2318430196398593
2013-04-11,0.026889,1.00026889,1.2321742499094104
2013-04-12,0.026889,1.00026889,1.2325055692434685
2013-04-15,0.026889,1.00026889,1.2328369776659824
2013-04-16,0.026852,1.00026852,1.2331680190512255
2013-04-17,0.026852,1.00026852,1.2334991493277012
2013-04-18,0.027742,1.00027742,1.2338413466617077
2013-04-19,0.027742,1.00027742,1.2341836389280987
2013-04-22,0.027742,1.00027742,1.23452602615321
2013-04-23,0.027742,1.00027742,1.2348685083633855
2013-04-24,0.027742,1.00027742,1.2352110855849756
2013-04-25,0.027742,1.00027742,1.2355537578443385
2013-04-26,0.027705,1.00027705,1.2358960680129494
2013-04-29,0.027705,1.00027705,1.2362384730185925
2013-04-30,0.027705,1.00027705,1.2365809728875423
2013-05-02,0.027705,1.00027705,1.2369235676460808
2013-05-03,0.027705,1.00027705,1.237266257320497
2013-05-06,0.027742,1.00027742,1.2376094997256029
2013-05-07,0.027742,1.00027742,1.2379528373530166
2013-05-08,0.027705,1.00027705,1.2382958121866052
2013-05-09,0.027742,1.00027742,1.238639340210822
2013-05-10,0.027705,1.00027705,1.2389825052400274
2013-05-13,0.027668,1.00027668,1.2393253069195773
2013-05-14,0.027668,1.00027668,1.2396682034454958
2013-05-15,0.027668,1.00027668,1.240011194844025
2013-05-16,0.027668,1.00027668,1.2403542811414145
2013-05-17,0.027668,1.00027668,1.2406974623639209
2013-05-20,0.027668,1.00027668,1.2410407385378077
2013-05-21,0.027668,1.00027668,1.2413841096893463
2013-05-22,0.027668,1.00027668,1.2417275758448152
2013-05-23,0.027668,1.00027668,1.2420711370305
2013-05-24,0.027668,1.00027668,1.2424147932726937
2013-05-27,0.027668,1.00027668,1.2427585445976963
2013-05-28,0.027668,1.00027668,1.2431023910318155
2013-05-29,0.027668,1.00027668,1.2434463326013663
2013-05-31,0.029514,1.00029514,1.2438133233519701
2013-06-03,0.029514,1.00029514,1.2441804224162243
2013-06-04,0.029514,1.00029514,1.2445476298260962
2013-06-05,0.029514,1.00029514,1.244914945613563
2013-06-06,0.029514,1.00029514,1.2452823698106115
2013-06-07,0.029514,1.00029514,1.2456499024492373
2013-06-10,0.029514,1.00029514,1.2460175435614462
2013-06-11,0.029514,1.00029514,1.246385293179253
2013-06-12,0.029514,1.00029514,1.246753151334682
2013-06-13,0.029514,1.00029514,1.2471211180597668
2013-06-14,0.029514,1.00029514,1.2474891933865508
2013-06-17,0.029514,1.00029514,1.247857377347087
2013-06-18,0.029514,1.00029514,1.248225669973437
2013-06-19,0.029514,1.00029514,1.248594071297673
2013-06-20,0.029514,1.00029514,1.2489625813518759
2013-06-21,0.029514,1.00029514,1.249331200168136
2013-06-24,0.029514,1.00029514,1.2496999277785537
2013-06-25,0.029514,1.00029514,1.2500687642152382
