custo_bps_perna,custo_bps_turnover,sharpe_mom_classico,sharpe_mom_geom,cagr_mom,vol_mom,sharpe_cascata_classico,sharpe_cascata_geom,cagr_cascata,vol_cascata
0.0,0.0,0.2330658448111918,0.17633136336147043,0.12931115830389595,0.1493766759205536,0.16044311386273602,0.10207938858470084,0.11704131750613644,0.13783342863619955
2.5,5.0,0.20860506760200975,0.14901726071478788,0.12523281455708424,0.14938839343766638,0.13815697626184764,0.07737206414610714,0.11363558079194314,0.1378303076855355
5.0,10.0,0.18414707719116905,0.12179642211709539,0.12116785308566747,0.14940083940851,0.1158687349080675,0.0527307222375982,0.1102391625865824,0.13782851616206562
7.5,15.0,0.15969223133905763,0.09466895776856042,0.11711623433278229,0.1494140136510471,0.09357903182894942,0.028155913990232616,0.10685204022159733,0.1378280541176306
10.0,20.0,0.13524088749037272,0.06763497567104138,0.11307791884580509,0.14942791597265437,0.0712885092085436,0.003648187092191546,0.1034741910770065,0.1378289215656009
15.0,30.0,0.08635013384788526,0.013847879159357182,0.10504104037883488,0.14945790402974293,0.026707574307507864,-0.04516384964425518,0.096746222210909,0.13783464479988208
20.0,40.0,0.0374776685223865,-0.03956404790604154,0.09705690413939938,0.14949080182762756,-0.017868932708004184,-0.09370107864411079,0.09005507599450624,0.13784568520253382
25.0,50.0,-0.011373662933282859,-0.09260002207218664,0.08912519823456311,0.1495266074457657,-0.06243587816605429,-0.1419592512062401,0.08340057320386851,0.1378620414961122
30.0,60.0,-0.06020102249260575,-0.1452592963609608,0.08124561241614248,0.14956531879577956,-0.10698813476350288,-0.18993418194646478,0.07678253538206414,0.1378837117888432
